Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000B2rZcPaUlBLhfhJRDt,01/02/2026,02:16:04,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2rZcSEcuwXID2DQhP,01/02/2026,02:16:04,Pot transfer,Rent Pot,,Transfers,3467.00,GBP,3467.00,GBP,,,,,,,3467.00
tx_0000B2rZcXRZYEipqqnb62,01/02/2026,02:16:05,Faster payment,Joe Crosby,,General,-3467.00,GBP,-3467.00,GBP,Joe Crosby,,,Joe Crosby,,-3467.00,
tx_0000B2rh88yekeS6urI7uL,01/02/2026,03:40:14,overdraft,,,General,-3.21,GBP,-3.21,GBP,This is the charge for your January 2026 overdraft,,,January overdraft fees,,-3.21,
tx_0000B2sTLYebOSi8DbdJPl,01/02/2026,12:40:30,Card payment,Lamassu Cafe,,Groceries,-7.40,GBP,-7.40,GBP,,86 Fortune Green Road,,lamassu cafe           London        GBR,,-7.40,
tx_0000B2sbaZtdr69rluc2z6,01/02/2026,14:12:51,Card payment,Tesco,🍏 ,Groceries,-17.39,GBP,-17.39,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-17.39,
tx_0000B2skaS103bet60HGLp,01/02/2026,15:53:40,Card payment,Hell Razor,✂️,General,-33.00,GBP,-33.00,GBP,,132 West End Lane,,HELL RAZOR             LONDON        GBR,,-33.00,
tx_0000B2tZVTnJ6sVgp1WFbV,02/02/2026,01:24:14,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2tkxx8che5kCVpcAc,02/02/2026,03:32:38,Direct Debit,Thames Water,,Bills,-93.00,GBP,-93.00,GBP,900092499220,,,900092499220,,-93.00,
tx_0000B2tp2vCpiJ1dsYbfSU,02/02/2026,04:18:21,Pot transfer,Investments Pot,,Transfers,1000.00,GBP,1000.00,GBP,,,,,,,1000.00
tx_0000B2tp2vVGbkspXFGKuI,02/02/2026,04:18:21,Direct Debit,Fidelity,,Bills,-1000.00,GBP,-1000.00,GBP,AS10162900,,,AS10162900,,-1000.00,
tx_0000B2trgMTATxbXj29gck,02/02/2026,04:47:53,Pot transfer,My Bills Pot,,Transfers,160.83,GBP,160.83,GBP,,,,,,,160.83
tx_0000B2trgMX4FSEELlCQTZ,02/02/2026,04:47:53,Direct Debit,Tabeo,,Bills,-160.83,GBP,-160.83,GBP,S8E6B4B-796040-SMI,,,S8E6B4B-796040-SMI,,-160.83,
tx_0000B2trti5NQO3sxec0Gr,02/02/2026,04:50:18,Direct Debit,Octopus Energy,,Bills,-138.23,GBP,-138.23,GBP,J2SSTZW,,,J2SSTZW,,-138.23,
tx_0000B2uGAMCgQu0GuxV5HR,02/02/2026,09:22:14,Monzo-to-Monzo,Michael Degroot,,General,114.03,GBP,114.03,GBP,,,,,,,114.03
tx_0000B2veg88AsmAEb32DJp,03/02/2026,01:31:36,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2vwbC2eiFhIW7jUtm,03/02/2026,04:52:24,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 2 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B2wTetqbb6uHyp3BOk,03/02/2026,11:02:50,Faster payment,MICHAEL TOWNSEND,,Income,72.00,GBP,72.00,GBP,Michael T,,,Michael T,,,72.00
tx_0000B2xLeAyLpxR9nxtHPO,03/02/2026,21:07:47,Card payment,Prep Kitchen,🍎,Groceries,-44.75,GBP,-44.75,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-44.75,
tx_0000B2xLojpT5yhCu9qsuf,03/02/2026,21:09:41,Pot transfer,Food  Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,,,50.00
tx_0000B2xismH2FKzGlkrxY1,04/02/2026,01:28:08,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B2yhvorbAVFkoIO3v9,04/02/2026,12:52:11,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 3 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B2zoCVH82mXMAqdYiB,05/02/2026,01:37:09,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B310UYh5SuMYuHvQJt,05/02/2026,15:29:35,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Wednesday, 4 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B31RRK0uHt0tYPffyI,05/02/2026,20:31:32,Card payment,Steam,🎮,Entertainment,-16.75,GBP,-16.75,GBP,,,,Steam Purchase         425-952-2985  DEU,,-16.75,
tx_0000B31sQbpdFgiWH1P3qu,06/02/2026,01:33:56,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B32A87pjqQ5FcV3xJc,06/02/2026,04:52:17,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Thursday, 5 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B33OdGVVEuATlgioEs,06/02/2026,19:09:30,Card payment,Copper Cats & Cu,🍸,Entertainment,-6.80,GBP,-6.80,GBP,,576 Kingsland Road,,SQ *COPPER CATS & CU   London        GBR,,-6.80,
tx_0000B33XtRASGq1p3RHRAX,06/02/2026,20:53:16,Card payment,Copper Cats & Cu,🍸,Entertainment,-12.50,GBP,-12.50,GBP,,576 Kingsland Road,,SQ *COPPER CATS & CU   London        GBR,,-12.50,
tx_0000B33e4HFo4LNZSgITuk,06/02/2026,22:02:27,Card payment,Copper Cats & Cu,🍸,Entertainment,-20.00,GBP,-20.00,GBP,,576 Kingsland Road,,SQ *COPPER CATS & CU   London        GBR,,-20.00,
tx_0000B33j5AkmDrvVGenuzc,06/02/2026,22:58:38,Card payment,Copper Cats & Cu,🍸,Entertainment,-12.50,GBP,-12.50,GBP,,576 Kingsland Road,,SQ *COPPER CATS & CU   London        GBR,,-12.50,
tx_0000B33xUBtKWls3OXd2gs,07/02/2026,01:40:02,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B34kFDK5onGf5oHV9Y,07/02/2026,10:46:22,Card payment,Transport for London,🚆,Transport,-4.10,GBP,-4.10,GBP,"Travel charge for Friday, 6 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-4.10,
tx_0000B34t2b4J7aFAZsUeQ6,07/02/2026,12:24:56,Card payment,Nut Knowle Farm,🐮,Groceries,-17.80,GBP,-17.80,GBP,,,,nut knowle farm        Heathfield    GBR,,-17.80,
tx_0000B34tDl60BDlwObbXt5,07/02/2026,12:26:57,Card payment,Parsons Ridge 5,🍴,Eating out,-18.30,GBP,-18.30,GBP,,Pool House,,Parsons Ridge 5        Trefynwy      GBR,,-18.30,
tx_0000B352QkohQboilQHR5e,07/02/2026,14:10:09,Bank transfer,Martin,,General,-15.00,GBP,-15.00,GBP,Martin,,,Martin,,-15.00,
tx_0000B361X5IwGLfDoZoByp,08/02/2026,01:34:48,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B36LSAjWeIP6X7l44Z,08/02/2026,05:18:01,monzo_paid,,,Bills,-17.00,GBP,-17.00,GBP,,,,Max,,-17.00,
tx_0000B36zhNF4Q7i6D8IPeV,08/02/2026,12:48:57,Card payment,Transport for London,🚆,Transport,-7.20,GBP,-7.20,GBP,"Travel charge for Saturday, 7 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.20,
tx_0000B374fR5DfSotT1htDg,08/02/2026,13:44:38,Card payment,Redemption Roasters,☕️,Eating out,-9.49,GBP,-9.49,GBP,,53 South End Road,,SQ *REDEMPTION ROASTER London        GBR,,-9.49,
tx_0000B375COrkvpqMuKhQDE,08/02/2026,13:50:35,Card payment,Apple,🍎 ,Entertainment,-0.99,GBP,-0.99,GBP,,Hollyhill Estate,,APPLE.COM/BILL         CORK          IRL,,-0.99,
tx_0000B385e5dkCYzB113WpF,09/02/2026,01:30:18,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B38s1FEFVohbMFxZ5d,09/02/2026,10:32:20,Card payment,Transport for London,🚆,Transport,-2.00,GBP,-2.00,GBP,"Travel charge for Sunday, 8 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-2.00,
tx_0000B395aHmZJD5mv5uMug,09/02/2026,13:04:20,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B396JBGaNifbH3FjCF,09/02/2026,13:12:26,Card payment,Sainsbury’s,🍏,Groceries,-0.18,GBP,-0.18,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-0.18,
tx_0000B39WhPE2jPNJsQDz9e,09/02/2026,18:08:09,Card payment,Tesco,🍏 ,Groceries,-9.75,GBP,-9.75,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-9.75,
tx_0000B3AAFOwOC0zpy8K3YS,10/02/2026,01:31:17,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3AnFGeusfdWOzqs1x,10/02/2026,08:47:57,Card payment,WHSmith,📰,Groceries,-2.29,GBP,-2.29,GBP,,North Railway Station,,WH Smith Blackfriars   London        GBR,,-2.29,
tx_0000B3BgKlvnX8owJnNxdh,10/02/2026,19:05:32,Card payment,Prep Kitchen,🍎,Groceries,-57.65,GBP,-57.65,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-57.65,
tx_0000B3BgMScyH8Db8BundS,10/02/2026,19:05:50,Pot transfer,Food  Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,,,50.00
tx_0000B3BihZKGlY9CS7B6v4,10/02/2026,19:32:04,Card payment,Steam,🎮,Entertainment,-10.23,GBP,-10.23,GBP,,,,Steam Purchase         425-952-2985  DEU,,-10.23,
tx_0000B3CFt8P3zDFKLhQ6Xj,11/02/2026,01:43:55,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3CUl5lpOEQb5NSwj3,11/02/2026,04:30:32,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 10 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B3DFuxm8fKvpUkKxM4,11/02/2026,13:18:58,Card payment,West Nine Food & Wine,🍎,Groceries,-2.49,GBP,-2.49,GBP,,124 West End Lane,,WEST NINE FOOD AND WIN LONDON        GBR,,-2.49,
tx_0000B3DiZcLY2WoLorz9xj,11/02/2026,18:40:03,Card payment,Sainsbury’s,🍏,Groceries,-8.60,GBP,-8.60,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-8.60,
tx_0000B3EJe8QuNjzLz5j9aW,12/02/2026,01:35:27,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3F4jmzXi0MvJXhi30,12/02/2026,10:23:06,Faster payment,James Angel,,Transfers,-75.12,GBP,-75.12,GBP,Sent from Monzo,,,Sent from Monzo,,-75.12,
tx_0000B3FjtwBgTCwKGedCtt,12/02/2026,18:04:21,Card payment,Cambridge,🍽,Eating out,-6.85,GBP,-6.85,GBP,,93 Charing Cross Road,,Cambridge              LONDON        GBR,,-6.85,
tx_0000B3G1m1X2VvGRzbr3LP,12/02/2026,21:24:36,Card payment,Lanzhou Lamian Noodle,🍽,Eating out,-8.00,GBP,-8.00,GBP,,33 Cranbourn Street,,LANZHOU LAMIAN NOODLE  LONDON        GBR,,-8.00,
tx_0000B3GGGu1RsoMG7hLrrm,13/02/2026,00:07:04,Card payment,Steam,🎮,Entertainment,16.75,GBP,16.75,GBP,,,,Steam Purchase         425-952-2985  DEU,,,16.75
tx_0000B3GPRpOmJTenfXWFVJ,13/02/2026,01:49:53,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3HMoJIfiQQILrEmlV,13/02/2026,12:55:02,Card payment,Steam,🎮,Entertainment,-12.79,GBP,-12.79,GBP,,,,Steam Purchase         425-952-2985  DEU,,-12.79,
tx_0000B3HaGQKYT8g96PFyhH,13/02/2026,15:25:30,Card payment,Transport for London,🚆,Transport,-8.90,GBP,-8.90,GBP,"Travel charge for Thursday, 12 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-8.90,
tx_0000B3HngipFcru1XK2cs8,13/02/2026,17:56:12,Card payment,Tesco,🍏 ,Groceries,-9.75,GBP,-9.75,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-9.75,
tx_0000B3HnlSZ7VaAh60utaj,13/02/2026,17:57:03,Card payment,ATM,💵,Finances,-40.00,GBP,-40.00,GBP,,204 West End Lane,,ROYAL BK OF SCOTLAND   LONDON        GBR,,-40.00,
tx_0000B3ISf3PqCJ1H6XMkGA,14/02/2026,01:35:18,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3JMLdImetdSmq7D17,14/02/2026,11:59:17,Card payment,Sainsbury’s,🍏,Groceries,-0.16,GBP,-0.16,GBP,,255 Finchley Road,,SAINSBURYS PLC         LONDON        GBR,,-0.16,
tx_0000B3JXBmlNj4o7yAphCb,14/02/2026,14:00:45,Card payment,Waterstones,📚,Entertainment,-19.98,GBP,-19.98,GBP,,255 Finchley Road,,WATERSTONES            LONDON        GBR,,-19.98,
tx_0000B3JzqLqpUGdMVmFi6t,14/02/2026,19:21:50,Card payment,Tesco,🍏 ,Groceries,-6.00,GBP,-6.00,GBP,,22-25 Bedford Street,,TESCO METRO 2299       COVENT GARDEN GBR,,-6.00,
tx_0000B3KL7PQdXM8auQOzLP,14/02/2026,23:20:13,Card payment,Five Guys,🍔,Eating out,-12.35,GBP,-12.35,GBP,,Units 2-31 Bard Road,,FIVE GUYS JV LTD       LONDON        GBR,,-12.35,
tx_0000B3KYyZPiRSrNHJUJM2,15/02/2026,01:55:29,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3LJPZGbgySwD7YnGU,15/02/2026,10:35:48,Card payment,Transport for London,🚆,Transport,-5.80,GBP,-5.80,GBP,"Travel charge for Saturday, 14 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-5.80,
tx_0000B3LV9yGQBXKx5HyasD,15/02/2026,12:47:26,Card payment,In & Out Barber Shop L,✂️,General,-40.00,GBP,-40.00,GBP,,Brent Street,,IN & OUT BARBER SHOP L London        GBR,,-40.00,
tx_0000B3LbFHhtvFNiLq3G79,15/02/2026,13:55:38,Card payment,The Sweet Corner,🍬,Groceries,-17.40,GBP,-17.40,GBP,,56 Fortune Green Road,,THE SWEET CORNER       LONDON        GBR,,-17.40,
tx_0000B3MaA2jeFpTErSyiXJ,16/02/2026,01:18:11,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3Nmmm1Rif2GsdEYHR,16/02/2026,15:14:22,Card payment,Break Point Partnershi,🍎,Groceries,-3.69,GBP,-3.69,GBP,,77 The Strand,,BREAK POINT PARTNERSHI LONDON        GBR,,-3.69,
tx_0000B3OfZDgZZ9xYT0mext,17/02/2026,01:28:11,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3OvhY3hInzcm1UZko,17/02/2026,04:28:58,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 16 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-7.00,
tx_0000B3PT1uL5TE4ecg2JzW,17/02/2026,10:42:25,Card payment,Prep Kitchen,🍎,Groceries,-44.75,GBP,-44.75,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-44.75,
tx_0000B3PYQkqQPKvh1wEg09,17/02/2026,11:42:56,Pot transfer,Food  Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,,,50.00
tx_0000B3Pi4R705jkfGmPIY6,17/02/2026,13:30:57,Card payment,Tesco,🍏 ,Groceries,-3.85,GBP,-3.85,GBP,,125 Strand,,TESCO STORES           LONDON        GBR,,-3.85,
tx_0000B3QcRZW4ba1NgE405B,18/02/2026,00:02:37,Card payment,Steam,🎮,Entertainment,10.23,GBP,10.23,GBP,,,,Steam Purchase         425-952-2985  DEU,,,10.23
tx_0000B3Qk78rqm3lkF5WdOc,18/02/2026,01:28:34,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3RXEdifMTlI1GTSyH,18/02/2026,10:38:58,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 17 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B3SpF1gCGrudAOxvvg,19/02/2026,01:35:26,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3Sx6wv2syU47iJboA,19/02/2026,03:03:37,Direct Debit,Virgin Media,,Entertainment,-29.99,GBP,-29.99,GBP,111850705001,,,111850705001,,-29.99,
tx_0000B3UJ1VBUy2Tfidwrsw,19/02/2026,18:43:51,Card payment,Tesco,🍏 ,Groceries,-9.75,GBP,-9.75,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-9.75,
tx_0000B3UOGLBAwqajV107tZ,19/02/2026,19:42:33,Card payment,Apple,🍎 ,Entertainment,-16.99,GBP,-16.99,GBP,,Hollyhill Estate,,APPLE.COM/BILL         CORK          IRL,,-16.99,
tx_0000B3UtPqR3CnQXciRF1Z,20/02/2026,01:31:38,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3Vg7BHmM5HJ1IBL7J,20/02/2026,10:37:18,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Thursday, 19 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B3W0Ujeqj0VSwnMC4v,20/02/2026,14:25:40,Card payment,Aldi,🍏,Groceries,-0.16,GBP,-0.16,GBP,,255 Finchley Road,,ALDI (781-119)         LONDON        GBR,,-0.16,
tx_0000B3Wxtz9AAXTRlmXJ9o,21/02/2026,01:31:19,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3XxZu1RhrhAxC3Aln,21/02/2026,13:02:24,Card payment,Wetherspoon,🍺,Eating out,-2.64,GBP,-2.64,GBP,,,,JD WETHERSPOON         Watford       GBR,,-2.64,
tx_0000B3Y9qNtDcvzjxS5VEi,21/02/2026,15:19:50,Card payment,The Gladstone Arms,🍺,Entertainment,-14.00,GBP,-14.00,GBP,,64 Lant Street,,The Gladstone Arms     London        GBR,,-14.00,
tx_0000B3YGxslXvZPnQQ1O6O,21/02/2026,16:39:38,Card payment,Badiani Mercato,🍽,Eating out,-7.40,GBP,-7.40,GBP,,42 Newington Causeway,,DINES* BADIANI MERCATO LONDON        GBR,,-7.40,
tx_0000B3YJd3G61L6bSZoF9t,21/02/2026,17:09:29,Card payment,The Duck Shed,🍲,Eating out,-13.50,GBP,-13.50,GBP,,42 Newington Causeway,,DINES* THE DUCK SHED   LONDON        GBR,,-13.50,
tx_0000B3YKKVcaRbOdaZVvds,21/02/2026,17:17:20,Card payment,Bebeme Wine Bar,🍴,Eating out,-8.00,GBP,-8.00,GBP,,42 Newington Causeway,,DINES* BEBEME WINE BAR LONDON        GBR,,-8.00,
tx_0000B3YRHzNg2ePazTzj29,21/02/2026,18:35:19,Card payment,German Kraft Mm,🍴,Eating out,-18.50,GBP,-18.50,GBP,,42 Newington Causeway,,DINES* GERMAN KRAFT MM LONDON        GBR,,-18.50,
tx_0000B3YYohFhAGCbNfThsv,21/02/2026,19:59:40,Card payment,The Walrus Bar And Hos,🍻,Holidays,-10.50,GBP,-10.50,GBP,,172 Westminster Bridge Road,,The Walrus Bar and Hos London        GBR,,-10.50,
tx_0000B3Ye71NJaP4IUbRrvd,21/02/2026,20:59:00,Card payment,The Walrus Bar And Hos,🍻,Holidays,-5.50,GBP,-5.50,GBP,,172 Westminster Bridge Road,,The Walrus Bar and Hos London        GBR,,-5.50,
tx_0000B3Z2M8h53U6VIhrQCh,22/02/2026,01:30:39,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3ZDvXZtcy066naEjq,22/02/2026,03:40:18,Card payment,Transport for London,🚆,Transport,-5.80,GBP,-5.80,GBP,"Travel charge for Saturday, 21 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-5.80,
tx_0000B3ZrKkywpCERI9p562,22/02/2026,11:01:51,Card payment,The Mill House Inn,🏨,Holidays,-15.00,GBP,-15.00,GBP,,,,THE MILL HOUSE         LONDON        GBR,,-15.00,
tx_0000B3ZrmCSskiG200AcTq,22/02/2026,11:06:49,Card payment,Londis,🛒,Groceries,-7.87,GBP,-7.87,GBP,,33 Mill Lane,,LONDIS                  GREAT BRITAI GBR,,-7.87,
tx_0000B3b7dIZCUOquvm61UA,23/02/2026,01:39:12,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3cazeRAwn7oS6SHiL,23/02/2026,18:42:54,Card payment,Tesco,🍏 ,Groceries,-11.25,GBP,-11.25,GBP,,23-27 Heath Street,,TESCO STORES 5711      LONDON        GBR,,-11.25,
tx_0000B3dCHqh9oAokeZptKs,24/02/2026,01:40:46,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3dxndOfTwX4ub4fJK,24/02/2026,10:33:09,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Monday, 23 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B3e1ku1lapLIKsk7IQ,24/02/2026,11:17:29,Card payment,Prep Kitchen,🍎,Groceries,-44.75,GBP,-44.75,GBP,,Court Lodge Farm Dale Road  Southfleet,,Prep Kitchen           GRAVESEND     GBR,,-44.75,
tx_0000B3eFqzqwFJiZyNOi9p,24/02/2026,13:55:27,Card payment,Pret,☕,Eating out,-6.75,GBP,-6.75,GBP,,25 Villiers Street,,PRET A MANGER          London        GBR,,-6.75,
tx_0000B3eV3t1WRmZ3wss1kh,24/02/2026,16:45:51,Card payment,Formnutrition.com,🍎,Shopping,-43.20,GBP,-43.20,GBP,,Great Western Studios65 Alfred Road,,FORMNUTRITION.COM      LONDON        GBR,,-43.20,
tx_0000B3fFZpuU9btJlotNOF,25/02/2026,01:27:04,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3gLsFaiCks79XJwSw,25/02/2026,14:12:20,Card payment,Apple,🍎 ,Entertainment,-15.99,GBP,-15.99,GBP,,Hollyhill Industrial Estate,,APPLE.COM/BILL         CORK          IRL,,-15.99,
tx_0000B3gP1W0Uq9raCxXUep,25/02/2026,14:47:37,Card payment,Sainsbury’s,🍏,Groceries,-62.75,GBP,-62.75,GBP,,255 Finchley Road,,SAINSBURYS - FINCHLEY  LONDON        GBR,,-62.75,
tx_0000B3hJEnlPj9KNgaBHHt,26/02/2026,01:17:30,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3hKGy6CN6uPkj753R,26/02/2026,01:29:06,Card payment,Transport for London,🚆,Transport,-7.00,GBP,-7.00,GBP,"Travel charge for Tuesday, 24 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-7.00,
tx_0000B3hWSlZTySpkLPaam4,26/02/2026,03:45:41,Card payment,Transport for London,🚆,Transport,-12.80,GBP,-12.80,GBP,"Travel charge for Wednesday, 25 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-12.80,
tx_0000B3hs0ZvjrMvJbQyfKb,26/02/2026,07:47:06,Card payment,Trainline,🚄,Transport,-14.45,GBP,-14.45,GBP,,120 Holborn,,TRAINLINE              LONDON        GBR,,-14.45,
tx_0000B3idmStO1dr3wfE4mn,26/02/2026,16:42:24,Card payment,Trainline,🚄,Transport,-23.00,GBP,-23.00,GBP,,120 Holborn,,TRAINLINE              LONDON        GBR,,-23.00,
tx_0000B3jNQJOHGfeZpP6Ejb,27/02/2026,01:13:49,Faster payment,Darktrace Holdings Ltd,,Income,3746.67,GBP,3746.67,GBP,00010040914,,,00010040914,,,3746.67
tx_0000B3jPgKHLvtED3cURPt,27/02/2026,01:39:08,Pot transfer,Money Pot,,Transfers,20.00,GBP,20.00,GBP,,,,,,,20.00
tx_0000B3jXWMD0hYXxeg8g77,27/02/2026,03:06:58,Direct Debit,Virgin Active,,Entertainment,-96.00,GBP,-96.00,GBP,006800150823010017,,,006800150823010017,,-96.00,
tx_0000B3k2DNvtAIzXtrzTkX,27/02/2026,08:50:54,Pot transfer,Rent Pot,,Transfers,-1349.00,GBP,-1349.00,GBP,,,,,,-1349.00,
tx_0000B3k2FT6IvCqbO3kMRX,27/02/2026,08:51:16,Pot transfer,Gym Pot,,Transfers,-96.00,GBP,-96.00,GBP,,,,,,-96.00,
tx_0000B3k2GFV6yHu8vCTwQL,27/02/2026,08:51:25,Pot transfer,Bills Pot,,Transfers,-200.00,GBP,-200.00,GBP,,,,,,-200.00,
tx_0000B3k2H1RCk7WCtz0g9y,27/02/2026,08:51:33,Pot transfer,Food  Pot,,Transfers,-200.00,GBP,-200.00,GBP,,,,,,-200.00,
tx_0000B3k2KOeurbEnQ1Sijy,27/02/2026,08:52:10,Pot transfer,Money Pot,,Transfers,-560.00,GBP,-560.00,GBP,,,,,,-560.00,
tx_0000B3k2LoiVSyouXnVccz,27/02/2026,08:52:25,Pot transfer,My Bills Pot,,Transfers,-161.00,GBP,-161.00,GBP,,,,,,-161.00,
tx_0000B3k2NyvaTOhDq1YLh6,27/02/2026,08:52:48,Pot transfer,Food  Pot,,Transfers,-50.00,GBP,-50.00,GBP,,,,,,-50.00,
